"LineId","Date","Time","Level","Process","Component","Content","EventId","EventTemplate"
"829","2015-10-18","18:04:52,880","INFO","IPC Server handler 9 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.3624012","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"830","2015-10-18","18:04:53,286","INFO","IPC Server handler 25 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37225527","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"831","2015-10-18","18:04:53,364","INFO","IPC Server handler 16 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.3787692","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"832","2015-10-18","18:04:53,489","INFO","IPC Server handler 19 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000009_0 is : 0.667","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"833","2015-10-18","18:04:54,067","INFO","IPC Server handler 22 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000008_0 is : 0.27811313","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"834","2015-10-18","18:04:54,333","INFO","IPC Server handler 16 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000007_0 is : 0.3638923","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"835","2015-10-18","18:04:54,693","INFO","IPC Server handler 8 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000005_0 is : 0.44950968","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"836","2015-10-18","18:04:54,708","INFO","IPC Server handler 14 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000004_0 is : 0.44968578","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"837","2015-10-18","18:04:55,630","INFO","IPC Server handler 8 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000006_0 is : 0.44980705","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"838","2015-10-18","18:04:56,318","INFO","IPC Server handler 16 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37322965","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"839","2015-10-18","18:04:56,396","INFO","IPC Server handler 19 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.38007197","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"840","2015-10-18","18:04:56,568","INFO","IPC Server handler 8 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.3624012","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"841","2015-10-18","18:04:57,396","INFO","IPC Server handler 19 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000009_0 is : 0.76133776","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"842","2015-10-18","18:04:57,427","INFO","IPC Server handler 8 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000008_0 is : 0.34610128","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"843","2015-10-18","18:04:57,443","INFO","IPC Server handler 14 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000007_0 is : 0.3707891","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"844","2015-10-18","18:04:59,771","INFO","IPC Server handler 0 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37551183","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"845","2015-10-18","18:04:59,787","INFO","IPC Server handler 10 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.38137424","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"846","2015-10-18","18:05:02,802","INFO","IPC Server handler 10 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37551183","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"847","2015-10-18","18:05:02,818","INFO","IPC Server handler 4 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.38137424","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"848","2015-10-18","18:05:27,570","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"849","2015-10-18","18:05:27,570","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 30 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"850","2015-10-18","18:05:28,570","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"851","2015-10-18","18:05:28,570","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 31 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"852","2015-10-18","18:05:29,570","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"853","2015-10-18","18:05:29,570","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 32 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"854","2015-10-18","18:05:30,570","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"855","2015-10-18","18:05:30,570","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 33 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"856","2015-10-18","18:05:31,570","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"857","2015-10-18","18:05:31,570","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 34 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"858","2015-10-18","18:05:32,570","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"859","2015-10-18","18:05:32,570","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 35 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"860","2015-10-18","18:05:33,570","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"861","2015-10-18","18:05:33,570","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 36 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"862","2015-10-18","18:05:34,570","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"863","2015-10-18","18:05:34,570","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 37 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"864","2015-10-18","18:05:35,570","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"865","2015-10-18","18:05:35,570","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 38 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"866","2015-10-18","18:05:36,570","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"867","2015-10-18","18:05:36,570","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 39 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"868","2015-10-18","18:05:37,617","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"869","2015-10-18","18:05:37,617","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 40 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"870","2015-10-18","18:05:38,617","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"871","2015-10-18","18:05:38,617","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 41 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"872","2015-10-18","18:05:39,617","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"873","2015-10-18","18:05:39,617","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 42 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"874","2015-10-18","18:05:40,617","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"875","2015-10-18","18:05:40,617","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 43 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"876","2015-10-18","18:05:41,617","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"877","2015-10-18","18:05:41,617","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 44 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"878","2015-10-18","18:05:42,633","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"879","2015-10-18","18:05:42,633","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 45 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"880","2015-10-18","18:05:43,633","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"881","2015-10-18","18:05:43,633","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 46 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"882","2015-10-18","18:05:44,633","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"883","2015-10-18","18:05:44,633","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 47 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"884","2015-10-18","18:05:45,633","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"885","2015-10-18","18:05:45,633","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 48 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"886","2015-10-18","18:05:46,633","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"887","2015-10-18","18:05:46,633","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 49 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"888","2015-10-18","18:05:47,680","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"889","2015-10-18","18:05:47,680","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 50 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"890","2015-10-18","18:05:48,680","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"891","2015-10-18","18:05:48,680","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 51 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"892","2015-10-18","18:05:49,680","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"893","2015-10-18","18:05:49,680","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 52 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"894","2015-10-18","18:05:50,680","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"895","2015-10-18","18:05:50,680","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 53 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"896","2015-10-18","18:05:51,680","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"897","2015-10-18","18:05:51,680","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 54 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"898","2015-10-18","18:05:52,680","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"899","2015-10-18","18:05:52,680","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 55 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"900","2015-10-18","18:05:53,681","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"901","2015-10-18","18:05:53,681","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 56 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"902","2015-10-18","18:05:54,681","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"903","2015-10-18","18:05:54,681","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 57 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"904","2015-10-18","18:05:55,696","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"905","2015-10-18","18:05:55,696","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 58 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
"906","2015-10-18","18:05:56,696","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.ipc.Client","Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","E88","Address change detected. Old: msra-sa-<:NUM:>/<*>: <:NUM:> New: msra-sa-<:NUM:>: <:NUM:>"
"907","2015-10-18","18:05:56,696","WARN","LeaseRenewer:msrabi@msra-sa-41:9000","org.apache.hadoop.hdfs.LeaseRenewer","Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 59 seconds.  Will retry shortly ...","E89","Failed to renew lease for [DFSClient NONMAPREDUCE <:NUM:> <:NUM:>] for <:NUM:> seconds. Will retry shortly ..."
