"LineId","Date","Time","Level","Component","Content","EventId","EventTemplate"
"968","17/06/09","20:10:58","INFO","output.FileOutputCommitter","Saved output of task 'attempt_201706092018_0024_m_000081_1136' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000081","E29","Saved output of task 'attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>' to hdfs: //<*>: <:NUM:>/pjhe/test/<:NUM:>/ temporary/<:NUM:>/task <:NUM:> <:NUM:> m <:NUM:>"
"969","17/06/09","20:10:58","INFO","mapred.SparkHadoopMapRedUtil","attempt_201706092018_0024_m_000081_1136: Committed","E30","attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>: Committed"
"970","17/06/09","20:10:58","INFO","executor.Executor","Finished task 83.0 in stage 24.0 (TID 1138). 2364 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"971","17/06/09","20:10:58","INFO","executor.Executor","Finished task 84.0 in stage 24.0 (TID 1141). 2364 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"972","17/06/09","20:10:58","INFO","executor.Executor","Finished task 80.0 in stage 24.0 (TID 1135). 2364 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"973","17/06/09","20:10:58","INFO","executor.Executor","Finished task 82.0 in stage 24.0 (TID 1137). 2364 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"974","17/06/09","20:10:58","INFO","executor.Executor","Finished task 81.0 in stage 24.0 (TID 1136). 2364 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"975","17/06/09","20:10:58","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 1145","E16","Got assigned task <:NUM:>"
"976","17/06/09","20:10:58","INFO","executor.Executor","Running task 120.0 in stage 24.0 (TID 1145)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"977","17/06/09","20:10:58","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 1146","E16","Got assigned task <:NUM:>"
"978","17/06/09","20:10:58","INFO","executor.Executor","Running task 121.0 in stage 24.0 (TID 1146)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"979","17/06/09","20:10:58","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 1147","E16","Got assigned task <:NUM:>"
"980","17/06/09","20:10:58","INFO","executor.Executor","Running task 122.0 in stage 24.0 (TID 1147)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"981","17/06/09","20:10:58","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 1150","E16","Got assigned task <:NUM:>"
"982","17/06/09","20:10:58","INFO","executor.Executor","Running task 123.0 in stage 24.0 (TID 1150)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"983","17/06/09","20:10:58","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 1151","E16","Got assigned task <:NUM:>"
"984","17/06/09","20:10:58","INFO","executor.Executor","Running task 124.0 in stage 24.0 (TID 1151)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"985","17/06/09","20:10:58","INFO","storage.BlockManager","Found block rdd_21_4 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"986","17/06/09","20:10:58","INFO","storage.BlockManager","Found block rdd_21_1 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"987","17/06/09","20:10:58","INFO","storage.BlockManager","Found block rdd_21_0 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"988","17/06/09","20:10:58","INFO","storage.BlockManager","Found block rdd_21_2 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"989","17/06/09","20:10:58","INFO","storage.BlockManager","Found block rdd_21_3 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"990","17/06/09","20:10:58","INFO","output.FileOutputCommitter","File Output Committer Algorithm version is 1","E28","File Output Committer Algorithm version is <:NUM:>"
"991","17/06/09","20:10:58","INFO","python.PythonRunner","Times: total = 40, boot = -82, init = 122, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"992","17/06/09","20:10:58","INFO","output.FileOutputCommitter","Saved output of task 'attempt_201706092018_0024_m_000124_1151' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000124","E29","Saved output of task 'attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>' to hdfs: //<*>: <:NUM:>/pjhe/test/<:NUM:>/ temporary/<:NUM:>/task <:NUM:> <:NUM:> m <:NUM:>"
"993","17/06/09","20:10:58","INFO","mapred.SparkHadoopMapRedUtil","attempt_201706092018_0024_m_000124_1151: Committed","E30","attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>: Committed"
"994","17/06/09","20:10:58","INFO","executor.Executor","Finished task 124.0 in stage 24.0 (TID 1151). 2364 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"995","17/06/09","20:10:58","INFO","output.FileOutputCommitter","File Output Committer Algorithm version is 1","E28","File Output Committer Algorithm version is <:NUM:>"
"996","17/06/09","20:10:58","INFO","output.FileOutputCommitter","File Output Committer Algorithm version is 1","E28","File Output Committer Algorithm version is <:NUM:>"
"997","17/06/09","20:10:58","INFO","output.FileOutputCommitter","File Output Committer Algorithm version is 1","E28","File Output Committer Algorithm version is <:NUM:>"
"998","17/06/09","20:10:58","INFO","output.FileOutputCommitter","File Output Committer Algorithm version is 1","E28","File Output Committer Algorithm version is <:NUM:>"
"999","17/06/09","20:10:58","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 1155","E16","Got assigned task <:NUM:>"
"1000","17/06/09","20:10:58","INFO","executor.Executor","Running task 160.0 in stage 24.0 (TID 1155)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"1001","17/06/09","20:10:58","INFO","python.PythonRunner","Times: total = 39, boot = -102, init = 141, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"1002","17/06/09","20:10:58","INFO","python.PythonRunner","Times: total = 38, boot = -112, init = 150, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"1003","17/06/09","20:10:58","INFO","python.PythonRunner","Times: total = 40, boot = -107, init = 147, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"1004","17/06/09","20:10:58","INFO","python.PythonRunner","Times: total = 40, boot = -116, init = 156, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"1005","17/06/09","20:10:58","INFO","output.FileOutputCommitter","Saved output of task 'attempt_201706092018_0024_m_000120_1145' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000120","E29","Saved output of task 'attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>' to hdfs: //<*>: <:NUM:>/pjhe/test/<:NUM:>/ temporary/<:NUM:>/task <:NUM:> <:NUM:> m <:NUM:>"
"1006","17/06/09","20:10:58","INFO","mapred.SparkHadoopMapRedUtil","attempt_201706092018_0024_m_000120_1145: Committed","E30","attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>: Committed"
"1007","17/06/09","20:10:58","INFO","output.FileOutputCommitter","Saved output of task 'attempt_201706092018_0024_m_000122_1147' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000122","E29","Saved output of task 'attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>' to hdfs: //<*>: <:NUM:>/pjhe/test/<:NUM:>/ temporary/<:NUM:>/task <:NUM:> <:NUM:> m <:NUM:>"
"1008","17/06/09","20:10:58","INFO","output.FileOutputCommitter","Saved output of task 'attempt_201706092018_0024_m_000121_1146' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000121","E29","Saved output of task 'attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>' to hdfs: //<*>: <:NUM:>/pjhe/test/<:NUM:>/ temporary/<:NUM:>/task <:NUM:> <:NUM:> m <:NUM:>"
"1009","17/06/09","20:10:58","INFO","mapred.SparkHadoopMapRedUtil","attempt_201706092018_0024_m_000122_1147: Committed","E30","attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>: Committed"
"1010","17/06/09","20:10:58","INFO","output.FileOutputCommitter","Saved output of task 'attempt_201706092018_0024_m_000123_1150' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000123","E29","Saved output of task 'attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>' to hdfs: //<*>: <:NUM:>/pjhe/test/<:NUM:>/ temporary/<:NUM:>/task <:NUM:> <:NUM:> m <:NUM:>"
"1011","17/06/09","20:10:58","INFO","mapred.SparkHadoopMapRedUtil","attempt_201706092018_0024_m_000121_1146: Committed","E30","attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>: Committed"
"1012","17/06/09","20:10:58","INFO","mapred.SparkHadoopMapRedUtil","attempt_201706092018_0024_m_000123_1150: Committed","E30","attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>: Committed"
"1013","17/06/09","20:10:58","INFO","executor.Executor","Finished task 120.0 in stage 24.0 (TID 1145). 2364 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"1014","17/06/09","20:10:58","INFO","executor.Executor","Finished task 121.0 in stage 24.0 (TID 1146). 2364 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"1015","17/06/09","20:10:58","INFO","executor.Executor","Finished task 122.0 in stage 24.0 (TID 1147). 2364 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"1016","17/06/09","20:10:58","INFO","executor.Executor","Finished task 123.0 in stage 24.0 (TID 1150). 2364 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"1017","17/06/09","20:10:58","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 1156","E16","Got assigned task <:NUM:>"
"1018","17/06/09","20:10:58","INFO","executor.Executor","Running task 161.0 in stage 24.0 (TID 1156)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"1019","17/06/09","20:10:58","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 1157","E16","Got assigned task <:NUM:>"
"1020","17/06/09","20:10:58","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 1158","E16","Got assigned task <:NUM:>"
"1021","17/06/09","20:10:58","INFO","executor.Executor","Running task 162.0 in stage 24.0 (TID 1157)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"1022","17/06/09","20:10:58","INFO","executor.Executor","Running task 163.0 in stage 24.0 (TID 1158)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"1023","17/06/09","20:10:58","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 1159","E16","Got assigned task <:NUM:>"
"1024","17/06/09","20:10:58","INFO","executor.Executor","Running task 164.0 in stage 24.0 (TID 1159)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"1025","17/06/09","20:10:58","INFO","storage.BlockManager","Found block rdd_26_0 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"1026","17/06/09","20:10:58","INFO","storage.BlockManager","Found block rdd_26_3 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"1027","17/06/09","20:10:58","INFO","storage.BlockManager","Found block rdd_26_4 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"1028","17/06/09","20:10:58","INFO","storage.BlockManager","Found block rdd_26_1 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"1029","17/06/09","20:10:58","INFO","storage.BlockManager","Found block rdd_26_2 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"1030","17/06/09","20:10:58","INFO","python.PythonRunner","Times: total = 38, boot = -62, init = 100, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"1031","17/06/09","20:10:58","INFO","output.FileOutputCommitter","File Output Committer Algorithm version is 1","E28","File Output Committer Algorithm version is <:NUM:>"
"1032","17/06/09","20:10:58","INFO","output.FileOutputCommitter","Saved output of task 'attempt_201706092018_0024_m_000160_1155' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000160","E29","Saved output of task 'attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>' to hdfs: //<*>: <:NUM:>/pjhe/test/<:NUM:>/ temporary/<:NUM:>/task <:NUM:> <:NUM:> m <:NUM:>"
"1033","17/06/09","20:10:58","INFO","mapred.SparkHadoopMapRedUtil","attempt_201706092018_0024_m_000160_1155: Committed","E30","attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>: Committed"
"1034","17/06/09","20:10:58","INFO","executor.Executor","Finished task 160.0 in stage 24.0 (TID 1155). 2364 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"1035","17/06/09","20:10:58","INFO","python.PythonRunner","Times: total = 38, boot = -45, init = 83, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"1036","17/06/09","20:10:58","INFO","python.PythonRunner","Times: total = 38, boot = -37, init = 75, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"1037","17/06/09","20:10:58","INFO","output.FileOutputCommitter","File Output Committer Algorithm version is 1","E28","File Output Committer Algorithm version is <:NUM:>"
"1038","17/06/09","20:10:58","INFO","output.FileOutputCommitter","File Output Committer Algorithm version is 1","E28","File Output Committer Algorithm version is <:NUM:>"
"1039","17/06/09","20:10:58","INFO","output.FileOutputCommitter","Saved output of task 'attempt_201706092018_0024_m_000163_1158' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000163","E29","Saved output of task 'attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>' to hdfs: //<*>: <:NUM:>/pjhe/test/<:NUM:>/ temporary/<:NUM:>/task <:NUM:> <:NUM:> m <:NUM:>"
"1040","17/06/09","20:10:58","INFO","mapred.SparkHadoopMapRedUtil","attempt_201706092018_0024_m_000163_1158: Committed","E30","attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>: Committed"
"1041","17/06/09","20:10:58","INFO","output.FileOutputCommitter","Saved output of task 'attempt_201706092018_0024_m_000164_1159' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000164","E29","Saved output of task 'attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>' to hdfs: //<*>: <:NUM:>/pjhe/test/<:NUM:>/ temporary/<:NUM:>/task <:NUM:> <:NUM:> m <:NUM:>"
"1042","17/06/09","20:10:58","INFO","mapred.SparkHadoopMapRedUtil","attempt_201706092018_0024_m_000164_1159: Committed","E30","attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>: Committed"
"1043","17/06/09","20:10:58","INFO","executor.Executor","Finished task 163.0 in stage 24.0 (TID 1158). 2364 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"1044","17/06/09","20:10:58","INFO","executor.Executor","Finished task 164.0 in stage 24.0 (TID 1159). 2364 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"1045","17/06/09","20:10:58","INFO","python.PythonRunner","Times: total = 37, boot = -54, init = 91, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"1046","17/06/09","20:10:58","INFO","python.PythonRunner","Times: total = 37, boot = -62, init = 99, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"1047","17/06/09","20:10:58","INFO","output.FileOutputCommitter","File Output Committer Algorithm version is 1","E28","File Output Committer Algorithm version is <:NUM:>"
"1048","17/06/09","20:10:58","INFO","output.FileOutputCommitter","File Output Committer Algorithm version is 1","E28","File Output Committer Algorithm version is <:NUM:>"
"1049","17/06/09","20:10:58","INFO","output.FileOutputCommitter","Saved output of task 'attempt_201706092018_0024_m_000162_1157' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000162","E29","Saved output of task 'attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>' to hdfs: //<*>: <:NUM:>/pjhe/test/<:NUM:>/ temporary/<:NUM:>/task <:NUM:> <:NUM:> m <:NUM:>"
"1050","17/06/09","20:10:58","INFO","mapred.SparkHadoopMapRedUtil","attempt_201706092018_0024_m_000162_1157: Committed","E30","attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>: Committed"
"1051","17/06/09","20:10:58","INFO","output.FileOutputCommitter","Saved output of task 'attempt_201706092018_0024_m_000161_1156' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000161","E29","Saved output of task 'attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>' to hdfs: //<*>: <:NUM:>/pjhe/test/<:NUM:>/ temporary/<:NUM:>/task <:NUM:> <:NUM:> m <:NUM:>"
"1052","17/06/09","20:10:58","INFO","mapred.SparkHadoopMapRedUtil","attempt_201706092018_0024_m_000161_1156: Committed","E30","attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>: Committed"
"1053","17/06/09","20:10:58","INFO","executor.Executor","Finished task 162.0 in stage 24.0 (TID 1157). 2364 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"1054","17/06/09","20:10:58","INFO","executor.Executor","Finished task 161.0 in stage 24.0 (TID 1156). 2364 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"1055","17/06/09","20:10:58","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 1166","E16","Got assigned task <:NUM:>"
"1056","17/06/09","20:10:58","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 1180","E16","Got assigned task <:NUM:>"
"1057","17/06/09","20:10:58","INFO","executor.Executor","Running task 0.0 in stage 25.0 (TID 1166)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"1058","17/06/09","20:10:58","INFO","executor.Executor","Running task 1.0 in stage 25.0 (TID 1180)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"1059","17/06/09","20:10:58","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 1194","E16","Got assigned task <:NUM:>"
"1060","17/06/09","20:10:58","INFO","executor.Executor","Running task 2.0 in stage 25.0 (TID 1194)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"1061","17/06/09","20:10:58","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 1198","E16","Got assigned task <:NUM:>"
"1062","17/06/09","20:10:58","INFO","executor.Executor","Running task 3.0 in stage 25.0 (TID 1198)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"1063","17/06/09","20:10:58","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 1199","E16","Got assigned task <:NUM:>"
"1064","17/06/09","20:10:58","INFO","executor.Executor","Running task 4.0 in stage 25.0 (TID 1199)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"1065","17/06/09","20:10:58","INFO","broadcast.TorrentBroadcast","Started reading broadcast variable 34","E18","Started reading broadcast variable <:NUM:>"
"1066","17/06/09","20:10:58","INFO","storage.MemoryStore","Block broadcast_34_piece0 stored as bytes in memory (estimated size 28.8 KB, free 515.7 KB)","E19","Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <*>, free <:NUM:>.<:NUM:> <*>)"
"1067","17/06/09","20:10:58","INFO","broadcast.TorrentBroadcast","Reading broadcast variable 34 took 9 ms","E20","Reading broadcast variable <:NUM:> took <:NUM:> ms"
"1068","17/06/09","20:10:58","INFO","storage.MemoryStore","Block broadcast_34 stored as values in memory (estimated size 77.4 KB, free 593.1 KB)","E21","Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <*>, free <:NUM:>.<:NUM:> <*>)"
"1069","17/06/09","20:10:58","INFO","storage.BlockManager","Found block rdd_30_4 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"1070","17/06/09","20:10:58","INFO","storage.BlockManager","Found block rdd_30_3 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"1071","17/06/09","20:10:58","INFO","storage.BlockManager","Found block rdd_30_2 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"1072","17/06/09","20:10:58","INFO","storage.BlockManager","Found block rdd_30_1 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"1073","17/06/09","20:10:58","INFO","storage.BlockManager","Found block rdd_30_0 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"1074","17/06/09","20:10:59","INFO","output.FileOutputCommitter","File Output Committer Algorithm version is 1","E28","File Output Committer Algorithm version is <:NUM:>"
"1075","17/06/09","20:10:59","INFO","output.FileOutputCommitter","File Output Committer Algorithm version is 1","E28","File Output Committer Algorithm version is <:NUM:>"
"1076","17/06/09","20:10:59","INFO","output.FileOutputCommitter","File Output Committer Algorithm version is 1","E28","File Output Committer Algorithm version is <:NUM:>"
"1077","17/06/09","20:10:59","INFO","python.PythonRunner","Times: total = 38, boot = -727, init = 765, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"1078","17/06/09","20:10:59","INFO","output.FileOutputCommitter","File Output Committer Algorithm version is 1","E28","File Output Committer Algorithm version is <:NUM:>"
"1079","17/06/09","20:10:59","INFO","output.FileOutputCommitter","File Output Committer Algorithm version is 1","E28","File Output Committer Algorithm version is <:NUM:>"
"1080","17/06/09","20:10:59","INFO","python.PythonRunner","Times: total = 41, boot = -707, init = 748, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"1081","17/06/09","20:10:59","INFO","python.PythonRunner","Times: total = 39, boot = -700, init = 739, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"1082","17/06/09","20:10:59","INFO","python.PythonRunner","Times: total = 39, boot = -690, init = 729, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"1083","17/06/09","20:10:59","INFO","python.PythonRunner","Times: total = 41, boot = -699, init = 740, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"1084","17/06/09","20:10:59","INFO","output.FileOutputCommitter","Saved output of task 'attempt_201706092018_0025_m_000004_1199' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000004","E29","Saved output of task 'attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>' to hdfs: //<*>: <:NUM:>/pjhe/test/<:NUM:>/ temporary/<:NUM:>/task <:NUM:> <:NUM:> m <:NUM:>"
"1085","17/06/09","20:10:59","INFO","mapred.SparkHadoopMapRedUtil","attempt_201706092018_0025_m_000004_1199: Committed","E30","attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>: Committed"
"1086","17/06/09","20:10:59","INFO","executor.Executor","Finished task 4.0 in stage 25.0 (TID 1199). 2364 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"1087","17/06/09","20:10:59","INFO","output.FileOutputCommitter","Saved output of task 'attempt_201706092018_0025_m_000003_1198' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000003","E29","Saved output of task 'attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>' to hdfs: //<*>: <:NUM:>/pjhe/test/<:NUM:>/ temporary/<:NUM:>/task <:NUM:> <:NUM:> m <:NUM:>"
"1088","17/06/09","20:10:59","INFO","mapred.SparkHadoopMapRedUtil","attempt_201706092018_0025_m_000003_1198: Committed","E30","attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>: Committed"
"1089","17/06/09","20:10:59","INFO","output.FileOutputCommitter","Saved output of task 'attempt_201706092018_0025_m_000000_1166' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000000","E29","Saved output of task 'attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>' to hdfs: //<*>: <:NUM:>/pjhe/test/<:NUM:>/ temporary/<:NUM:>/task <:NUM:> <:NUM:> m <:NUM:>"
"1090","17/06/09","20:10:59","INFO","mapred.SparkHadoopMapRedUtil","attempt_201706092018_0025_m_000000_1166: Committed","E30","attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>: Committed"
"1091","17/06/09","20:10:59","INFO","output.FileOutputCommitter","Saved output of task 'attempt_201706092018_0025_m_000002_1194' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000002","E29","Saved output of task 'attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>' to hdfs: //<*>: <:NUM:>/pjhe/test/<:NUM:>/ temporary/<:NUM:>/task <:NUM:> <:NUM:> m <:NUM:>"
"1092","17/06/09","20:10:59","INFO","output.FileOutputCommitter","Saved output of task 'attempt_201706092018_0025_m_000001_1180' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000001","E29","Saved output of task 'attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>' to hdfs: //<*>: <:NUM:>/pjhe/test/<:NUM:>/ temporary/<:NUM:>/task <:NUM:> <:NUM:> m <:NUM:>"
"1093","17/06/09","20:10:59","INFO","mapred.SparkHadoopMapRedUtil","attempt_201706092018_0025_m_000002_1194: Committed","E30","attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>: Committed"
