"LineId","Time","Component","Pid","Content","EventId","EventTemplate"
"1041","20171223-22:34:0:126","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.TIME_TICK","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1042","20171223-22:35:0:49","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.TIME_TICK","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1043","20171223-22:36:0:138","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.TIME_TICK","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1044","20171223-22:37:0:122","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.TIME_TICK","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1045","20171223-22:37:14:939","Step_LSC","30002312","onStandStepChanged 3761","E1","onStandStepChanged <:NUM:>"
"1046","20171223-22:37:14:951","Step_LSC","30002312","onExtend:1514039834000 0 0 5","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1047","20171223-22:37:15:240","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514039520000##7189##549659##8661##16256##28270935","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1048","20171223-22:37:15:240","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514039760000##7189##549659##8661##16256##28479559","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1049","20171223-22:37:15:249","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=130673","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"1050","20171223-22:37:15:253","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"1051","20171223-22:37:37:466","Step_StandReportReceiver","30002312","onReceive action: android.intent.action.SCREEN_OFF","E3","onReceive action: android.intent.action.SCREEN <:*:>"
"1052","20171223-22:38:31:368","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.TIME_TICK","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1053","20171223-22:39:25:260","Step_LSC","30002312","onStandStepChanged 3761","E1","onStandStepChanged <:NUM:>"
"1054","20171223-22:39:25:264","Step_LSC","30002312","onExtend:1514039857000 0 0 5","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1055","20171223-22:39:25:265","Step_LSC","30002312","onExtend:1514039917000 0 0 5","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1056","20171223-22:39:25:265","Step_LSC","30002312","onExtend:1514039977000 0 0 0","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1057","20171223-22:39:25:300","Step_StandReportReceiver","30002312","onReceive action: android.intent.action.SCREEN_ON","E3","onReceive action: android.intent.action.SCREEN <:*:>"
"1058","20171223-22:39:25:301","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.SCREEN_ON","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1059","20171223-22:39:25:301","Step_StandStepCounter","30002312","flush sensor data","E5","flush sensor data"
"1060","20171223-22:39:25:301","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514039760000##7189##549659##8661##16256##28479559","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1061","20171223-22:39:25:302","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514039880000##7189##549659##8661##16256##28609620","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1062","20171223-22:39:25:306","Step_LSC","30002312","onStandStepChanged 3761","E1","onStandStepChanged <:NUM:>"
"1063","20171223-22:39:25:310","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=130673","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"1064","20171223-22:39:25:313","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"1065","20171223-22:39:25:314","Step_StandReportReceiver","30002312","REPORT : 7189 5132 153988 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1066","20171223-22:39:25:402","Step_LSC","30002312","onStandStepChanged 3761","E1","onStandStepChanged <:NUM:>"
"1067","20171223-22:39:25:406","Step_LSC","30002312","onExtend:1514039965000 0 0 0","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1068","20171223-22:39:25:406","Step_LSC","30002312","timeStamp back,extendReportTimeStamp=1514039977000","E50","timeStamp back,extendReportTimeStamp= <:NUM:>"
"1069","20171223-22:39:25:446","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.TIME_TICK","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1070","20171223-22:39:25:614","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514039880000##7189##549659##8661##16256##28609620","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1071","20171223-22:39:25:614","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514039880000##7189##549659##8661##16256##28609933","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1072","20171223-22:39:25:625","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=130673","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"1073","20171223-22:39:25:628","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"1074","20171223-22:40:0:151","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.TIME_TICK","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1075","20171223-22:41:0:151","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.TIME_TICK","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1076","20171223-22:42:0:137","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.TIME_TICK","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1077","20171223-22:43:0:96","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.TIME_TICK","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1078","20171223-22:44:0:47","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.TIME_TICK","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1079","20171223-22:45:0:94","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.TIME_TICK","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1080","20171223-22:45:48:956","Step_LSC","30002312","onStandStepChanged 3761","E1","onStandStepChanged <:NUM:>"
"1081","20171223-22:45:48:970","Step_LSC","30002312","onExtend:1514040348000 0 0 5","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1082","20171223-22:45:49:258","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514039880000##7189##549659##8661##16256##28609933","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1083","20171223-22:45:49:259","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514040240000##7189##549659##8661##16256##28993578","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1084","20171223-22:45:49:273","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=130673","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"1085","20171223-22:45:49:278","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"1086","20171223-22:45:54:954","Step_LSC","30002312","onStandStepChanged 3761","E1","onStandStepChanged <:NUM:>"
"1087","20171223-22:45:54:974","Step_LSC","30002312","onExtend:1514040354000 0 0 0","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1088","20171223-22:45:55:256","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514040240000##7189##549659##8661##16256##28993578","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1089","20171223-22:45:55:257","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514040240000##7189##549659##8661##16256##28999575","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1090","20171223-22:45:55:268","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=130673","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"1091","20171223-22:45:55:272","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"1092","20171223-22:46:0:142","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.TIME_TICK","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1093","20171223-22:47:0:157","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.TIME_TICK","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1094","20171223-22:48:0:132","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.TIME_TICK","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1095","20171223-22:49:0:139","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.TIME_TICK","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1096","20171223-22:50:0:142","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.TIME_TICK","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1097","20171223-22:51:0:128","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.TIME_TICK","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1098","20171223-22:51:2:965","Step_LSC","30002312","onStandStepChanged 3761","E1","onStandStepChanged <:NUM:>"
"1099","20171223-22:51:2:978","Step_LSC","30002312","onExtend:1514040662000 0 0 5","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1100","20171223-22:51:3:266","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514040240000##7189##549659##8661##16256##28999575","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1101","20171223-22:51:3:266","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29307585","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1102","20171223-22:51:3:275","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=130673","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"1103","20171223-22:51:3:278","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"1104","20171223-22:51:24:638","Step_StandReportReceiver","30002312","onReceive action: android.intent.action.SCREEN_OFF","E3","onReceive action: android.intent.action.SCREEN <:*:>"
"1105","20171223-22:51:37:252","Step_LSC","30002312","onStandStepChanged 3761","E1","onStandStepChanged <:NUM:>"
"1106","20171223-22:51:37:260","Step_LSC","30002312","onExtend:1514040697000 0 0 0","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1107","20171223-22:51:37:290","Step_StandReportReceiver","30002312","onReceive action: android.intent.action.SCREEN_ON","E3","onReceive action: android.intent.action.SCREEN <:*:>"
"1108","20171223-22:51:37:292","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.SCREEN_ON","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1109","20171223-22:51:37:292","Step_StandStepCounter","30002312","flush sensor data","E5","flush sensor data"
"1110","20171223-22:51:37:292","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29307585","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1111","20171223-22:51:37:293","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29341612","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1112","20171223-22:51:37:295","Step_LSC","30002312","onStandStepChanged 3761","E1","onStandStepChanged <:NUM:>"
"1113","20171223-22:51:37:302","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=130673","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"1114","20171223-22:51:37:306","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"1115","20171223-22:51:37:307","Step_StandReportReceiver","30002312","REPORT : 7189 5132 153988 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1116","20171223-22:51:37:393","Step_LSC","30002312","onStandStepChanged 3761","E1","onStandStepChanged <:NUM:>"
"1117","20171223-22:51:37:394","Step_LSC","30002312","onExtend:1514040697000 0 0 0","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1118","20171223-22:51:37:608","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29341612","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1119","20171223-22:51:37:608","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29341927","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1120","20171223-22:51:37:615","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=130673","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"1121","20171223-22:51:37:618","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"1122","20171223-22:51:40:331","Step_LSC","30002312","onStandStepChanged 3761","E1","onStandStepChanged <:NUM:>"
"1123","20171223-22:51:40:340","Step_LSC","30002312","onExtend:1514040700000 0 0 0","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1124","20171223-22:51:40:632","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29341927","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1125","20171223-22:51:40:632","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29344951","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1126","20171223-22:51:40:641","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=130673","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"1127","20171223-22:51:40:644","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"1128","20171223-22:51:48:980","Step_LSC","30002312","onStandStepChanged 3761","E1","onStandStepChanged <:NUM:>"
"1129","20171223-22:51:48:993","Step_LSC","30002312","onExtend:1514040708000 0 0 5","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1130","20171223-22:51:49:282","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29344951","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1131","20171223-22:51:49:283","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29353602","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1132","20171223-22:51:49:298","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=130673","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"1133","20171223-22:51:49:315","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"1134","20171223-22:52:0:146","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.TIME_TICK","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1135","20171223-22:52:8:790","Step_StandReportReceiver","30002312","onReceive action: android.intent.action.SCREEN_OFF","E3","onReceive action: android.intent.action.SCREEN <:*:>"
"1136","20171223-22:52:45:412","Step_LSC","30002312","onStandStepChanged 3761","E1","onStandStepChanged <:NUM:>"
"1137","20171223-22:52:45:415","Step_LSC","30002312","onExtend:1514040766000 0 0 5","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1138","20171223-22:52:45:485","Step_StandReportReceiver","30002312","onReceive action: android.intent.action.SCREEN_ON","E3","onReceive action: android.intent.action.SCREEN <:*:>"
"1139","20171223-22:52:45:486","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.SCREEN_ON","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1140","20171223-22:52:45:486","Step_StandStepCounter","30002312","flush sensor data","E5","flush sensor data"
"1141","20171223-22:52:45:487","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29353602","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1142","20171223-22:52:45:487","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29409806","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1143","20171223-22:52:45:487","Step_LSC","30002312","onStandStepChanged 3761","E1","onStandStepChanged <:NUM:>"
"1144","20171223-22:52:45:494","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=130673","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"1145","20171223-22:52:45:497","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"1146","20171223-22:52:45:498","Step_StandReportReceiver","30002312","REPORT : 7189 5132 153988 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1147","20171223-22:52:45:587","Step_LSC","30002312","onStandStepChanged 3761","E1","onStandStepChanged <:NUM:>"
"1148","20171223-22:52:45:588","Step_LSC","30002312","onExtend:1514040766000 0 0 5","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1149","20171223-22:52:45:800","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514040660000##7189##549659##8661##16256##29409806","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1150","20171223-22:52:45:802","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29410120","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1151","20171223-22:52:45:810","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=130673","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"1152","20171223-22:52:45:813","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"1153","20171223-22:52:45:985","Step_LSC","30002312","onStandStepChanged 3761","E1","onStandStepChanged <:NUM:>"
"1154","20171223-22:52:45:987","Step_LSC","30002312","onExtend:1514040766000 0 0 0","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1155","20171223-22:52:46:286","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514040660000##7189##549659##8661##16256##29410120","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1156","20171223-22:52:46:287","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29410605","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1157","20171223-22:52:46:296","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=130673","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"1158","20171223-22:52:46:301","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"1159","20171223-22:52:51:987","Step_LSC","30002312","onStandStepChanged 3761","E1","onStandStepChanged <:NUM:>"
"1160","20171223-22:52:51:993","Step_LSC","30002312","onExtend:1514040772000 0 0 5","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1161","20171223-22:52:52:287","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514040660000##7189##549659##8661##16256##29410605","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1162","20171223-22:52:52:288","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29416607","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1163","20171223-22:52:52:301","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=130673","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"1164","20171223-22:52:52:306","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"1165","20171223-22:52:55:718","Step_StandReportReceiver","30002312","onReceive action: android.intent.action.SCREEN_OFF","E3","onReceive action: android.intent.action.SCREEN <:*:>"
"1166","20171223-22:53:1:177","Step_LSC","30002312","onStandStepChanged 3761","E1","onStandStepChanged <:NUM:>"
"1167","20171223-22:53:1:185","Step_LSC","30002312","onExtend:1514040776000 0 0 5","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1168","20171223-22:53:1:185","Step_LSC","30002312","onExtend:1514040836000 0 0 0","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1169","20171223-22:53:1:211","Step_StandReportReceiver","30002312","onReceive action: android.intent.action.SCREEN_ON","E3","onReceive action: android.intent.action.SCREEN <:*:>"
"1170","20171223-22:53:1:213","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.SCREEN_ON","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1171","20171223-22:53:1:213","Step_StandStepCounter","30002312","flush sensor data","E5","flush sensor data"
"1172","20171223-22:53:1:214","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514040660000##7189##549659##8661##16256##29416607","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1173","20171223-22:53:1:215","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29425533","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1174","20171223-22:53:1:218","Step_LSC","30002312","onStandStepChanged 3761","E1","onStandStepChanged <:NUM:>"
"1175","20171223-22:53:1:219","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=130673","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"1176","20171223-22:53:1:226","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"1177","20171223-22:53:1:227","Step_StandReportReceiver","30002312","REPORT : 7189 5132 153988 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1178","20171223-22:53:1:315","Step_LSC","30002312","onStandStepChanged 3761","E1","onStandStepChanged <:NUM:>"
"1179","20171223-22:53:1:320","Step_LSC","30002312","onExtend:1514040781000 0 0 0","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1180","20171223-22:53:1:320","Step_LSC","30002312","timeStamp back,extendReportTimeStamp=1514040836000","E50","timeStamp back,extendReportTimeStamp= <:NUM:>"
"1181","20171223-22:53:1:325","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.TIME_TICK","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1182","20171223-22:53:1:528","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514040720000##7189##549659##8661##16256##29425533","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1183","20171223-22:53:1:529","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29425847","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1184","20171223-22:53:1:539","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=130673","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"1185","20171223-22:53:1:544","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"1186","20171223-22:53:6:996","Step_LSC","30002312","onStandStepChanged 3761","E1","onStandStepChanged <:NUM:>"
"1187","20171223-22:53:7:6","Step_LSC","30002312","onExtend:1514040786000 0 0 5","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1188","20171223-22:53:7:299","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514040720000##7189##549659##8661##16256##29425847","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1189","20171223-22:53:7:299","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29431618","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"1190","20171223-22:53:7:309","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=130673","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"1191","20171223-22:53:7:314","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"1192","20171223-22:53:11:351","Step_StandReportReceiver","30002312","onReceive action: android.intent.action.SCREEN_OFF","E3","onReceive action: android.intent.action.SCREEN <:*:>"
"1193","20171223-22:53:12:698","Step_LSC","30002312","onStandStepChanged 3761","E1","onStandStepChanged <:NUM:>"
"1194","20171223-22:53:12:704","Step_LSC","30002312","onExtend:1514040793000 0 0 5","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"1195","20171223-22:53:12:714","Step_StandReportReceiver","30002312","onReceive action: android.intent.action.SCREEN_ON","E3","onReceive action: android.intent.action.SCREEN <:*:>"
"1196","20171223-22:53:12:716","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.SCREEN_ON","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"1197","20171223-22:53:12:716","Step_StandStepCounter","30002312","flush sensor data","E5","flush sensor data"
