"EventId","EventTemplate","Occurrences"
"E336","[<:NUM:>:<:NUM:>:<:NUM:>.<:NUM:>] mv LowLevelCheckIfVideoPlayableUsingDecoder signalled err=<:NUM:> (kFigMediaValidatorError VideoCodecNotSupported) (video codec <:NUM:>) at line <:NUM:>","1"
"E337","<<<< MediaValidator >>>> mv LookupCodecSupport: Unrecognized codec <:NUM:>","1"
"E338","<<<< MediaValidator >>>> mv ValidateRFC4281CodecId: Unrecognized codec <:NUM:>.(null). Failed codec specific check.","1"
"E339","CoreAnimation: timed out fence 5fe83","1"
"E340","Failed to connect <:*:> outlet from <:*:> to <:*:> missing setter or instance variable","1"
"E341","<:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> ERROR: <:NUM:>: timed out after <:NUM:>.000s (<:NUM:> <:NUM:>); mMajorChangePending=<:NUM:>","1"
"E342","efi pagecount <:NUM:>","2"
"E343","did discard act <:NUM:> inact <:NUM:> purgeable <:NUM:> spec <:NUM:> cleaned <:NUM:>","1"
"E344","CCDataTap::profileRemoved, Owner: <*>, Name: <:*:>","1"
"E345","Host controller terminated","1"
"E346","[BluetoothHIDDeviceController]ERROR: Could not find the disconnected object","2"
"E347","vm compressor fastwake warmup <:*:> - <:*:> <:*:> <:*:>","1"
"E348","Unable to simultaneously satisfy constraints: ( ""<NSAutoresizingMaskLayoutConstraint:<:HEX:> h=-&- v=-&- V:[NSScrollView:<:HEX:>]-(<:NUM:>)-| (Names: '|':NSView:<:HEX:> )>"", ""<NSAutoresizingMaskLayoutConstraint:<:HEX:> h=-&- v=-&- V:|-(<:NUM:>)-[NSScrollView:<:HEX:>] (Names: '|':NSView:<:HEX:> )>"", ""<NSAutoresizingMaskLayoutConstraint:<:HEX:> h=-&- v=--& V:[NSView:<:HEX:>(<:NUM:>)]>"", ""<NSAutoresizingMaskLayoutConstraint:<:HEX:> h=-&- v=-&- V:|-(<:NUM:>)-[NSView:<:HEX:>] (Names: '|':NSView:<:HEX:> )>"", ""<NSAutoresizingMaskLayoutConstraint:<:HEX:> h=-&- v=-&- V:[NSView:<:HEX:>]-(<:NUM:>)-| (Names: '|':NSView:<:HEX:> )>"" ) Will attempt to recover by breaking constraint <NSAutoresizingMaskLayoutConstraint:<:HEX:> h=-&- v=-&- V:|-(<:NUM:>)-[NSScrollView:<:HEX:>] (Names: '|':NSView:<:HEX:> )> Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens. And/or, break on objc exception throw to catch this in the debugger.","1"
"E349","<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> GoogleSoftwareUpdateAgent[<:NUM:>/<:HEX:>] [lvl=<:NUM:>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] About to run checks for any other apps.","1"
"E350","Arranged view frame: {{<:NUM:>, <:NUM:>}, {<:NUM:>, <:NUM:>}}","1"
"E351","CCProfileMonitor::setStreamEventHandler","1"
"E352","Telling CSI to go low power.","1"
