"LineId","Time","Level","Content","EventId","EventTemplate"
"1035","Sun Dec 04 20:47:16 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1036","Sun Dec 04 20:47:16 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1037","Sun Dec 04 20:47:16 2005","error","mod_jk child init 1 -2","E6","mod jk child init <:NUM:> <:NUM:>"
"1038","Sun Dec 04 20:47:16 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1039","Sun Dec 04 20:47:16 2005","error","mod_jk child workerEnv in error state 9","E2","mod jk child workerEnv in error state <:NUM:>"
"1040","Sun Dec 04 20:47:17 2005","error","jk2_init() Can't find child 2085 in scoreboard","E5","jk2 init() Can't find child <:NUM:> in scoreboard"
"1041","Sun Dec 04 20:47:17 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1042","Sun Dec 04 20:47:17 2005","error","mod_jk child init 1 -2","E6","mod jk child init <:NUM:> <:NUM:>"
"1043","Sun Dec 04 20:47:17 2005","error","jk2_init() Can't find child 2086 in scoreboard","E5","jk2 init() Can't find child <:NUM:> in scoreboard"
"1044","Sun Dec 04 20:47:17 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1045","Sun Dec 04 20:47:17 2005","error","mod_jk child init 1 -2","E6","mod jk child init <:NUM:> <:NUM:>"
"1046","Sun Dec 04 20:47:17 2005","error","jk2_init() Can't find child 2087 in scoreboard","E5","jk2 init() Can't find child <:NUM:> in scoreboard"
"1047","Sun Dec 04 20:47:17 2005","notice","jk2_init() Found child 2084 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1048","Sun Dec 04 20:47:17 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1049","Sun Dec 04 20:47:17 2005","error","mod_jk child workerEnv in error state 7","E2","mod jk child workerEnv in error state <:NUM:>"
"1050","Sun Dec 04 20:47:17 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1051","Sun Dec 04 20:47:17 2005","error","mod_jk child init 1 -2","E6","mod jk child init <:NUM:> <:NUM:>"
"1052","Mon Dec 05 01:04:31 2005","error","[client 218.62.18.218] Directory index forbidden by rule: /var/www/html/","E4","[client <*>] Directory index forbidden by rule: /var/www/html/"
"1053","Mon Dec 05 01:30:32 2005","error","[client 211.62.201.48] Directory index forbidden by rule: /var/www/html/","E4","[client <*>] Directory index forbidden by rule: /var/www/html/"
"1054","Mon Dec 05 03:21:00 2005","notice","jk2_init() Found child 2760 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1055","Mon Dec 05 03:21:02 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1056","Mon Dec 05 03:21:02 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1057","Mon Dec 05 03:23:21 2005","notice","jk2_init() Found child 2763 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1058","Mon Dec 05 03:23:24 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1059","Mon Dec 05 03:23:24 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1060","Mon Dec 05 03:23:24 2005","error","[client 218.207.61.7] Directory index forbidden by rule: /var/www/html/","E4","[client <*>] Directory index forbidden by rule: /var/www/html/"
"1061","Mon Dec 05 03:25:44 2005","notice","jk2_init() Found child 2773 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1062","Mon Dec 05 03:25:46 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1063","Mon Dec 05 03:25:46 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1064","Mon Dec 05 03:36:51 2005","notice","jk2_init() Found child 2813 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1065","Mon Dec 05 03:36:51 2005","notice","jk2_init() Found child 2815 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1066","Mon Dec 05 03:36:51 2005","notice","jk2_init() Found child 2812 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1067","Mon Dec 05 03:36:51 2005","notice","jk2_init() Found child 2811 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1068","Mon Dec 05 03:36:57 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1069","Mon Dec 05 03:36:57 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1070","Mon Dec 05 03:36:57 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1071","Mon Dec 05 03:36:57 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1072","Mon Dec 05 03:36:57 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1073","Mon Dec 05 03:36:57 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1074","Mon Dec 05 03:36:57 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1075","Mon Dec 05 03:36:57 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1076","Mon Dec 05 03:40:46 2005","notice","jk2_init() Found child 2823 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1077","Mon Dec 05 03:40:55 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1078","Mon Dec 05 03:40:55 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1079","Mon Dec 05 03:44:50 2005","notice","jk2_init() Found child 2824 in scoreboard slot 10","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1080","Mon Dec 05 03:44:50 2005","error","[client 168.20.198.21] Directory index forbidden by rule: /var/www/html/","E4","[client <*>] Directory index forbidden by rule: /var/www/html/"
"1081","Mon Dec 05 03:44:50 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1082","Mon Dec 05 03:44:50 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1083","Mon Dec 05 03:46:38 2005","notice","jk2_init() Found child 2838 in scoreboard slot 10","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1084","Mon Dec 05 03:46:38 2005","notice","jk2_init() Found child 2836 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1085","Mon Dec 05 03:46:38 2005","notice","jk2_init() Found child 2837 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1086","Mon Dec 05 03:46:50 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1087","Mon Dec 05 03:47:02 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1088","Mon Dec 05 03:47:19 2005","notice","jk2_init() Found child 2840 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1089","Mon Dec 05 03:47:19 2005","notice","jk2_init() Found child 2841 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1090","Mon Dec 05 03:47:19 2005","notice","jk2_init() Found child 2842 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1091","Mon Dec 05 03:47:53 2005","notice","jk2_init() Found child 2846 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1092","Mon Dec 05 03:47:53 2005","notice","jk2_init() Found child 2843 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1093","Mon Dec 05 03:47:53 2005","notice","jk2_init() Found child 2844 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1094","Mon Dec 05 03:47:53 2005","notice","jk2_init() Found child 2845 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1095","Mon Dec 05 03:47:54 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1096","Mon Dec 05 03:47:54 2005","error","mod_jk child workerEnv in error state 8","E2","mod jk child workerEnv in error state <:NUM:>"
"1097","Mon Dec 05 03:47:54 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1098","Mon Dec 05 03:47:54 2005","error","mod_jk child workerEnv in error state 8","E2","mod jk child workerEnv in error state <:NUM:>"
"1099","Mon Dec 05 03:47:54 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1100","Mon Dec 05 03:47:54 2005","error","mod_jk child workerEnv in error state 7","E2","mod jk child workerEnv in error state <:NUM:>"
"1101","Mon Dec 05 03:47:54 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1102","Mon Dec 05 03:47:54 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1103","Mon Dec 05 03:50:49 2005","notice","jk2_init() Found child 2857 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1104","Mon Dec 05 03:50:50 2005","notice","jk2_init() Found child 2854 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1105","Mon Dec 05 03:50:49 2005","notice","jk2_init() Found child 2855 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1106","Mon Dec 05 03:50:49 2005","notice","jk2_init() Found child 2856 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1107","Mon Dec 05 03:50:59 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1108","Mon Dec 05 03:50:59 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1109","Mon Dec 05 03:50:59 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1110","Mon Dec 05 03:50:59 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1111","Mon Dec 05 03:50:59 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1112","Mon Dec 05 03:50:59 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1113","Mon Dec 05 03:50:59 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1114","Mon Dec 05 03:50:59 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1115","Mon Dec 05 03:56:12 2005","notice","jk2_init() Found child 2866 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1116","Mon Dec 05 03:56:12 2005","notice","jk2_init() Found child 2867 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1117","Mon Dec 05 03:56:12 2005","notice","jk2_init() Found child 2865 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1118","Mon Dec 05 03:56:12 2005","notice","jk2_init() Found child 2864 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1119","Mon Dec 05 03:56:15 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1120","Mon Dec 05 03:56:15 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1121","Mon Dec 05 03:56:15 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1122","Mon Dec 05 03:56:15 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1123","Mon Dec 05 03:56:15 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1124","Mon Dec 05 03:56:15 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1125","Mon Dec 05 03:56:15 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1126","Mon Dec 05 03:56:15 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1127","Mon Dec 05 04:00:55 2005","notice","jk2_init() Found child 2877 in scoreboard slot 10","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1128","Mon Dec 05 04:01:18 2005","notice","jk2_init() Found child 2883 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1129","Mon Dec 05 04:01:18 2005","notice","jk2_init() Found child 2878 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1130","Mon Dec 05 04:01:18 2005","notice","jk2_init() Found child 2880 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1131","Mon Dec 05 04:01:18 2005","notice","jk2_init() Found child 2879 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1132","Mon Dec 05 04:01:23 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1133","Mon Dec 05 04:01:23 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1134","Mon Dec 05 04:01:23 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1135","Mon Dec 05 04:01:23 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1136","Mon Dec 05 04:01:23 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1137","Mon Dec 05 04:01:23 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1138","Mon Dec 05 04:01:23 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1139","Mon Dec 05 04:01:23 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1140","Mon Dec 05 04:06:19 2005","notice","jk2_init() Found child 3667 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1141","Mon Dec 05 04:06:19 2005","notice","jk2_init() Found child 3669 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1142","Mon Dec 05 04:06:27 2005","notice","jk2_init() Found child 3670 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1143","Mon Dec 05 04:06:43 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1144","Mon Dec 05 04:06:43 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1145","Mon Dec 05 04:06:45 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1146","Mon Dec 05 04:06:45 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1147","Mon Dec 05 04:07:23 2005","notice","jk2_init() Found child 3672 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1148","Mon Dec 05 04:07:37 2005","notice","jk2_init() Found child 3673 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1149","Mon Dec 05 04:07:48 2005","notice","jk2_init() Found child 3675 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1150","Mon Dec 05 04:07:48 2005","notice","jk2_init() Found child 3674 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1151","Mon Dec 05 04:08:37 2005","notice","jk2_init() Found child 3678 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1152","Mon Dec 05 04:08:37 2005","notice","jk2_init() Found child 3681 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1153","Mon Dec 05 04:08:37 2005","notice","jk2_init() Found child 3679 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1154","Mon Dec 05 04:08:37 2005","notice","jk2_init() Found child 3680 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1155","Mon Dec 05 04:08:57 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1156","Mon Dec 05 04:09:32 2005","notice","jk2_init() Found child 3685 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1157","Mon Dec 05 04:10:47 2005","notice","jk2_init() Found child 3698 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1158","Mon Dec 05 04:10:47 2005","notice","jk2_init() Found child 3690 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1159","Mon Dec 05 04:10:47 2005","notice","jk2_init() Found child 3691 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1160","Mon Dec 05 04:13:54 2005","notice","jk2_init() Found child 3744 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1161","Mon Dec 05 04:13:54 2005","notice","jk2_init() Found child 3747 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1162","Mon Dec 05 04:13:54 2005","notice","jk2_init() Found child 3754 in scoreboard slot 12","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1163","Mon Dec 05 04:13:54 2005","notice","jk2_init() Found child 3755 in scoreboard slot 13","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1164","Mon Dec 05 04:13:54 2005","notice","jk2_init() Found child 3753 in scoreboard slot 10","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1165","Mon Dec 05 04:13:54 2005","notice","jk2_init() Found child 3752 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1166","Mon Dec 05 04:13:54 2005","notice","jk2_init() Found child 3746 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1167","Mon Dec 05 04:14:00 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1168","Mon Dec 05 04:14:00 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1169","Mon Dec 05 04:14:00 2005","error","mod_jk child workerEnv in error state 9","E2","mod jk child workerEnv in error state <:NUM:>"
"1170","Mon Dec 05 04:14:00 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1171","Mon Dec 05 04:14:00 2005","error","mod_jk child workerEnv in error state 8","E2","mod jk child workerEnv in error state <:NUM:>"
"1172","Mon Dec 05 04:14:00 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1173","Mon Dec 05 04:14:00 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1174","Mon Dec 05 04:14:00 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1175","Mon Dec 05 04:14:00 2005","error","mod_jk child workerEnv in error state 9","E2","mod jk child workerEnv in error state <:NUM:>"
"1176","Mon Dec 05 04:14:00 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1177","Mon Dec 05 04:14:00 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1178","Mon Dec 05 04:14:00 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1179","Mon Dec 05 04:14:00 2005","error","mod_jk child workerEnv in error state 10","E2","mod jk child workerEnv in error state <:NUM:>"
"1180","Mon Dec 05 04:14:00 2005","error","mod_jk child workerEnv in error state 9","E2","mod jk child workerEnv in error state <:NUM:>"
"1181","Mon Dec 05 05:06:42 2005","notice","jk2_init() Found child 4596 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1182","Mon Dec 05 05:06:42 2005","notice","jk2_init() Found child 4595 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1183","Mon Dec 05 05:06:42 2005","notice","jk2_init() Found child 4594 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1184","Mon Dec 05 05:06:47 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1185","Mon Dec 05 05:06:47 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1186","Mon Dec 05 05:06:47 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1187","Mon Dec 05 05:06:47 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1188","Mon Dec 05 05:06:47 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1189","Mon Dec 05 05:06:47 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"1190","Mon Dec 05 05:11:04 2005","notice","jk2_init() Found child 4609 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1191","Mon Dec 05 05:11:04 2005","notice","jk2_init() Found child 4608 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1192","Mon Dec 05 05:11:34 2005","notice","jk2_init() Found child 4611 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1193","Mon Dec 05 05:11:54 2005","notice","jk2_init() Found child 4613 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1194","Mon Dec 05 05:11:54 2005","notice","jk2_init() Found child 4612 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1195","Mon Dec 05 05:12:32 2005","notice","jk2_init() Found child 4615 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1196","Mon Dec 05 05:12:56 2005","notice","jk2_init() Found child 4616 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1197","Mon Dec 05 05:12:56 2005","notice","jk2_init() Found child 4617 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1198","Mon Dec 05 05:12:56 2005","notice","jk2_init() Found child 4618 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1199","Mon Dec 05 05:15:29 2005","notice","jk2_init() Found child 4634 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1200","Mon Dec 05 05:15:29 2005","notice","jk2_init() Found child 4637 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1201","Mon Dec 05 05:15:29 2005","notice","jk2_init() Found child 4631 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1202","Mon Dec 05 05:15:29 2005","notice","jk2_init() Found child 4630 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"1203","Mon Dec 05 05:15:33 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1204","Mon Dec 05 05:15:33 2005","error","mod_jk child workerEnv in error state 9","E2","mod jk child workerEnv in error state <:NUM:>"
"1205","Mon Dec 05 05:15:33 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1206","Mon Dec 05 05:15:33 2005","error","mod_jk child workerEnv in error state 9","E2","mod jk child workerEnv in error state <:NUM:>"
"1207","Mon Dec 05 05:15:33 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"1208","Mon Dec 05 05:15:33 2005","error","mod_jk child workerEnv in error state 7","E2","mod jk child workerEnv in error state <:NUM:>"
"1209","Mon Dec 05 05:15:33 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
